timestamp,official_title,name,company_source,company_target,operator,type,share,description,value_usd,value_currency_amount,value_currency_unit,field,license_area,annoucement_date,start_date,end_date,,duration_months,source_date,,source_url,,,,,log_message
,,Additional oil recovery project,Mobil Producing Nigeria Unlimited,Technip France,,Service Contracts,,Additional oil recovery project,,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,
,,Additional oil recovery project,Mobil Producing Nigeria Unlimited,Technip Offshore Nigeria Limited,,Service Contracts,,Additional oil recovery project,,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,
,,Additional oil recovery project,Mobil Producing Nigeria Unlimited,Samsung Heavy Industries Upstream Nigeria,,Service Contracts,,Additional oil recovery project,,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,
,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",Technip France,National Engineering and Technical Company Limited (NETCO),,Service Contracts,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,How to structure a sub-subcontract?
,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",Technip France,Crestville Engineering and Technology,,Service Contracts,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,How to structure a consortium?
,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",Technip France,Grinaker Limited,,Service Contracts,,"Additional oil recovery project (sub-subcontract from consortium of Technip France, Technip Offshore Nigeria Limited, Samsung Heavy Industries Upstream Nigeria)",,,,,East Area 1,,2006,,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,,,,,
,,"Consortium contract for engineering, procurement and construction management",Mobil Producing Nigeria Unlimited,National Engineering and Technical Company Limited (NETCO),,Service Contracts,,"Consortium contract for engineering, procurement and construction management","220,000,000",,,,,2008-01,,,,60,,,http://www.jagal.com/latest-news/exxonmobil-hands-out-nigerian-epcm-deal/ AND m/page.aspx?pointerid=9eac8137409b49afa6afd6087a255170,,,,,
,,"Consortium contract for engineering, procurement and construction management",Mobil Producing Nigeria Unlimited,Amec Plc,,Service Contracts,,"Consortium contract for engineering, procurement and construction management","220,000,000",,,,,2008-01,,,,60,,,http://www.jagal.com/latest-news/exxonmobil-hands-out-nigerian-epcm-deal/ AND m/page.aspx?pointerid=9eac8137409b49afa6afd6087a255170,,,,,
12/5/2014 14:57:13,,"Consortium contract for engineering, procurement and construction management",Mobil Producing Nigeria Unlimited,Jagal Group,,Service Contracts,,"Consortium contract for engineering, procurement and construction management","220,000,000",,,,,2008-01,,,,60,,,http://www.jagal.com/latest-news/exxonmobil-hands-out-nigerian-epcm-deal/ AND m/page.aspx?pointerid=9eac8137409b49afa6afd6087a255170,12/5/2014 14:57:13,,,,
12/5/2014 14:56:21,,"Engineering, procurement and installation project",Nigeria Agip Exploration Limited,Technip Offshore Nigeria Limited,,Service Contracts,,"Engineering, procurement and installation project",,,,Abo,,,,2003-03,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,12/5/2014 14:56:21,,,,
12/5/2014 14:55:14,,Project to supply and install flexible pipe,Shell Petroleum Development Company of Nigeria Limited (SPDC),Technip Offshore Nigeria Limited,,Service Contracts,,Project to supply and install flexible pipe at Forcados Terminal Project,,,,,,,,1997,,,,,http://www.technip.com/sites/default/files/technip/publications/attachments/Technip_in_Nigeria_0.pdf,12/5/2014 14:55:14,,,,
21/05/2014 17:59:45,,"Supply and Installation of two (2) Marine Loading Arms at  Calabar Jetty.  Scope of work include but not limited to Dismantling of the existing absolute Loading Arms, removal of old foundation housing the existing loading arms, and installation, calibration and setting up of the system for commissioning",Pipelines and Product Marketing Company Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Supply and Installation of two (2) Marine Loading Arms at  Calabar Jetty.  Scope of work include but not limited to Dismantling of the existing absolute Loading Arms, removal of old foundation housing the existing loading arms, and installation, calibration and setting up of the system for commissioning",,,,,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,21/05/2014 17:59:45,,,,
27/05/2014 17:54:55,,Supply of OMB Carbon Steel Ball Valves,Saipem Nigeria,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply of OMB Carbon Steel Ball Valves,,,,,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 17:54:55,,,,
27/05/2014 17:59:36,,Supply of Materials for Minox Pressure Control Valve ,Chevron Nigeria Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply of Materials for Minox Pressure Control Valve on Agbami FPSO,,,,Agbami,,,,2014,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 17:59:36,,,,
27/05/2014 18:11:47,,"Fabrication and Installation of FRP, HDPE & CPVC Pipeline; Excavation, Painting, Cutting, Shaping, Joining, Clamping, Padding and Laying of the following lines: 3″ SE-A50-6007, 4″ SE-A19-6007, 6″ WP-A50-6112, 12″ W-B50-6129 and Hydro-testing.",Idmon Engineering and Construction Company Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Fabrication and Installation of FRP, HDPE & CPVC Pipeline; Excavation, Painting, Cutting, Shaping, Joining, Clamping, Padding and Laying of the following lines: 3″ SE-A50-6007, 4″ SE-A19-6007, 6″ WP-A50-6112, 12″ W-B50-6129 and Hydro-testing.",,,,Escravos,,,,2014,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:11:47,,,,
27/05/2014 18:24:56,,Provision of Well Testing Services,Seplat Petroleum Development Company Plc,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Provision of Well Testing Services,,,,"Orogho, Okporhuru",,,,2014,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:24:56,,,,
27/05/2014 18:29:16,,Supply of Milton Roy Complete Pumps,Indorama Eleme Petrochemicals Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply of Milton Roy Complete Pumps,,,,,,,,2014,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:29:16,,,,
27/05/2014 18:31:12,,Supply of Piping Bulk Items,Nestoil Plc,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply of Piping Bulk Items,,,,"Kolo Creek, Soku ",,,,2014,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:31:12,,,,
27/05/2014 18:42:00,,"Supply of Seamless Cladded and non Cladded Line Pipes, ranging from 6″ to 12″ of about 5,149 MT in weight",Subsea7 (Nigeria) Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Supply of Seamless Cladded and non Cladded Line Pipes, ranging from 6″ to 12″ of about 5,149 MT in weight",,,,Erha North,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:42:00,,,,
27/05/2014 18:47:08,,"GRE Spool Fabrication for Chevron Domestic Supply Obligation (DSO) Offshore; Supply and Fabrication of GRE Spool (Pipes and Fittings) for Gas Gathering and Compression Plattform Bridge (GGCP) and Non associated Gas Wellhead Projects & LQP (NWP) scopes for DSO Project. Ranging from 2″, 3″, 4″, 6″, 8″, 10″ and 12″.",Hyundai Heavy Industries,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"GRE Spool Fabrication for Chevron Domestic Supply Obligation (DSO) Offshore; Supply and Fabrication of GRE Spool (Pipes and Fittings) for Gas Gathering and Compression Plattform Bridge (GGCP) and Non associated Gas Wellhead Projects & LQP (NWP) scopes for DSO Project. Ranging from 2″, 3″, 4″, 6″, 8″, 10″ and 12″.",,,,,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:47:08,,,,
27/05/2014 18:52:50,,"Engineering, Procurement, Construction and Commissioning for GRP & PVDF Piping for OFD3 & OFD5 Platforms and Access Bridges",Nigerdock Nigeria Plc,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Engineering, Procurement, Construction and Commissioning for GRP & PVDF Piping for OFD3 & OFD5 Platforms and Access Bridges",,,,,,,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:52:50,,,,
27/05/2014 18:58:59,,"Supply of 36,000 FT Casing; Three phase Supply of Casing, 9-5/8″, 47PPF, 13CrL80, JFE Bear Pin x Box Connections of 780MT",Afren Plc,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Supply of 36,000 FT Casing; Three phase Supply of Casing, 9-5/8″, 47PPF, 13CrL80, JFE Bear Pin x Box Connections of 780MT",,,,,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 18:58:59,,,,
27/05/2014 19:03:40,,Supply of Deliverables for Mobil Offshore Security Upgrades Project,DeltaAfrik Engineering Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply of Deliverables for Mobil Offshore Security Upgrades Project,,,,,,2014,,,,,,,http://www.belloil.com/clients/2014-3/,27/05/2014 19:03:40,,,,
27/05/2014 19:10:01,,Supply and Installation of Sunstrand Gear Box Assembly,Nigeria Liquefied Natural Gas Limited (NLNG),Bell Oil and Gas Nigeria Limited,,Service Contracts,,Supply and Installation of Sunstrand Gear Box Assembly,,,,,,,,2013,,,,,http://www.belloil.com/clients/2013-2/,27/05/2014 19:10:01,,,,
27/05/2014 19:14:31,,Provision Of MPFM Well Testing On Okpoho Platform,Nigerian Petroleum Development Company Limited (NPDC),Bell Oil and Gas Nigeria Limited,,Service Contracts,,Provision Of MPFM Well Testing On Okpoho Platform,,,,Okpoho,,,,2013,,,,,http://www.belloil.com/clients/2013-2/,27/05/2014 19:14:31,,,,
27/05/2014 19:25:04,,Repair of 12″ & 4″ GRE Firewater line,Warri Refining and Petrochemical Company Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Repair of 12″ & 4″ GRE Firewater line,,,,,,,,2013,,,,,http://www.belloil.com/clients/2013-2/,27/05/2014 19:25:04,,,,
27/05/2014 19:32:08,,"BRT Laoding Arms Repairs; BRT Loading Arms Repairs: – Procurement, complete overhaul & maintenance of MPN NGL plant, hydraulic & gas operated loading arms",ExxonMobil Nigeria,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"BRT Laoding Arms Repairs; BRT Loading Arms Repairs: – Procurement, complete overhaul & maintenance of MPN NGL plant, hydraulic & gas operated loading arms",,,,,,,,2013,,,,,http://www.belloil.com/clients/2013-2/,27/05/2014 19:32:08,,,,
27/05/2014 19:36:38,,Provision Of Surface Well Testing Service,Sterling Energy & Exploration Production Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Provision Of Surface Well Testing Service,,,,,,,,2013,,,,,http://www.belloil.com/clients/2013-2/,27/05/2014 19:36:38,,,,
27/05/2014 20:04:35,,Provision of Specialist Support Sevices for SPDC Metering Department,Shell Petroleum Development Company of Nigeria Limited (SPDC),Bell Oil and Gas Nigeria Limited,,Service Contracts,,Provision of Specialist Support Sevices for SPDC Metering Department,,,,,,,,2012,,,,,http://www.belloil.com/clients/2012-3/,27/05/2014 20:04:35,,,,
27/05/2014 20:08:49,,"Supply of FMC Smith Meter; Supply of FMC Smith Meter Model: LE3-S3(Standard Trim), Smith Meter Model: LE3-S3(Standard Trim) Master Meter, Accuracy Curve (5 point Flow Test) for Master Meter. (on standard factory test fluid) and Smith Meter In-line Strainers.",Exprotech Nigeria Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Supply of FMC Smith Meter; Supply of FMC Smith Meter Model: LE3-S3(Standard Trim), Smith Meter Model: LE3-S3(Standard Trim) Master Meter, Accuracy Curve (5 point Flow Test) for Master Meter. (on standard factory test fluid) and Smith Meter In-line Strainers.",,,,,,,,2012,,,,,http://www.belloil.com/clients/2012-3/,27/05/2014 20:08:49,,,,
27/05/2014 20:14:09,,"Supply of OCTG; Supply of 36″ API SL, X-56, PSL-2 Conductor pipe (OCTG)",Addax Petroleum,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Supply of OCTG; Supply of 36″ API SL, X-56, PSL-2 Conductor pipe (OCTG)",,,,,,,,2011,,,,,http://www.belloil.com/clients/2011-3/,27/05/2014 20:14:09,,,,
28/05/2014 07:09:48,,"GRE Repair on OML58; Fabrication, Installation, Repair and Testing of 6″ GRE line on OML58",TOTAL Nigeria Plc,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"GRE Repair on OML58; Fabrication, Installation, Repair and Testing of 6″ GRE line on OML58",,,,Obite,,,,2011,,,,,http://www.belloil.com/clients/2011-3/,28/05/2014 07:09:48,,,,
28/05/2014 07:17:44,,Provision of Multi-phase flowmeter for Well Testing Campaign in Land and Swamp Wells,Nigerian Agip Oil Company Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,Provision of Multi-phase flowmeter for Well Testing Campaign in Land and Swamp Wells,,,,,,,,2010,,,,,http://www.belloil.com/clients/2010-3/,28/05/2014 07:17:44,,,,
28/05/2014 07:24:51,,"Operation & Maintenance For 2 years NACJ – Marine Unloading Arm Package; Operation & Maintenance of Loading Arms: 24-hour Operation, monitoring, repair & maintenance of 4 Loading Arms for loading and offloading of petroleum products at the New Atlas Cove Jetty; Stocking of spares for maintenance.",Julius Berger Nigeria Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Operation & Maintenance For 2 years NACJ – Marine Unloading Arm Package; Operation & Maintenance of Loading Arms: 24-hour Operation, monitoring, repair & maintenance of 4 Loading Arms for loading and offloading of petroleum products at the New Atlas Cove Jetty; Stocking of spares for maintenance.",,,,,,,,2010,,,,,http://www.belloil.com/clients/2010-3/,28/05/2014 07:24:51,,,,
28/05/2014 07:34:50,,GRE Pipe Work; Brownfield Maintenance & Engineering POP – GRE pipe works,Dorman Long Engineering Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,GRE Pipe Work; Brownfield Maintenance & Engineering POP – GRE pipe works,,,,Bonga,,,,2008,,,,,http://www.belloil.com/clients/2008-3/,28/05/2014 07:34:50,,,,
28/05/2014 07:46:06,,"Repair and supply of Gre pipes and Fittings; Supply, installation and repairs of GRE pipes and fittings on SNEPCO Bonga FPSO",AMEC Contractors West Africa Limited,Bell Oil and Gas Nigeria Limited,,Service Contracts,,"Repair and supply of Gre pipes and Fittings; Supply, installation and repairs of GRE pipes and fittings on SNEPCO Bonga FPSO",,,,Bonga,,,,2006,,,,,http://www.belloil.com/clients/2006-3/,28/05/2014 07:46:06,,,,
30/05/2014 08:05:44,,Pre-commissioning Nitrogen purging/leak test of Utorogu gas plant,Nigeria Gas Company,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Pre-commissioning Nitrogen purging/leak test of Utorogu gas plant,,,,Utorogu,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:05:44,,,,"This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by NISSCO Ltd., Warri"
30/05/2014 08:13:46,,Chemical cleaning / nitrogen purging of Obigbo and Imo River AGG plants,Shell Petroleum Development Company of Nigeria Limited (SPDC),Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Chemical cleaning / nitrogen purging of Obigbo and Imo River AGG plants,,,,Obigbo,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:13:46,,,,
30/05/2014 08:20:23,,Leak checks and pre – commissioning nitrogen purging of Oziengbe flow station Delta State ,Nigerian Petroleum Development Company Limited (NPDC),Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Leak checks and pre – commissioning nitrogen purging of Oziengbe flow station Delta State ,,,,Oziengbe,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:20:23,,,,"This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Weltek Ltd., Port Harcourt "
30/05/2014 08:32:19,,Nitrogen purging of Oshie flow station,Nigerian Agip Oil Company Limited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Nitrogen purging of Oshie flow station,,,,Oshie,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:32:19,,,,"This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Sudelettra Nigeria Ltd., Port Harcourt "
30/05/2014 08:39:00,,Nitrogen purging of 3 million liters ocean gas liner (North STAR),Sahara Energy Resource Nigeria Limited (SERNL),Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Nitrogen purging of 3 million liters ocean gas liner (North STAR),,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:39:00,,,,
30/05/2014 08:40:10,,Nitrogen purging of catalytic gas dryers at OSO Condensate Platform QIT offshore,Mobil Producing Nigeria Unlimited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Nitrogen purging of catalytic gas dryers at OSO Condensate Platform QIT offshore,,,,Oso,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:40:10,,,,This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Bougues offshore 
30/05/2014 08:47:37,,"Nitrogen purging / leak checks of Obagi, obite and Ibewa Gas plants (OML 58 shut down maintenance)",TOTAL Nigeria Plc,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,"Nitrogen purging / leak checks of Obagi, obite and Ibewa Gas plants (OML 58 shut down maintenance)",,,,"Obagi, Obite, Ibewa",,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:47:37,,,,
30/05/2014 08:51:49,,Dewatering of 6 inch by 23 kilometer gas pipeline at Cawthorne Channel,Global Gas and Refining Limited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Dewatering of 6 inch by 23 kilometer gas pipeline at Cawthorne Channel,,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 08:51:49,,,,"This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Hydro Serve Energy Services. Also,  Global Gas and Refining Limited is the Nigerian subsidiary of Houston-based Global Energy Incorporated."
30/05/2014 09:08:31,,Nitrogen purging and Preservation of 24 inch gas pipelines at Escravos.,Chevron Nigeria Limited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Nitrogen purging and Preservation of 24 inch gas pipelines at Escravos.,,,,Escravos,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:08:31,,,,This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by BG Technical Ltd 
30/05/2014 09:11:07,,Installation of LPG piping System,First Aluminum Plc,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Installation of LPG piping System,,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:11:07,,,,
30/05/2014 09:18:34,,Commissioning leak test / Nitrogen purging of Izombe gas plant.,Addax Petroleum,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Commissioning leak test / Nitrogen purging of Izombe gas plant.,,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:18:34,,,,
30/05/2014 09:22:00,,"Leak checks, aeration, preservation and Oil purification of step up transformers at Benin, Sapele and Calabar power plants.",National Integrated Power Project.,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,"Leak checks, aeration, preservation and Oil purification of step up transformers at Benin, Sapele and Calabar power plants.",,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:22:00,,,,This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Marubeni Engineering (WA) Ltd
30/05/2014 09:25:39,,"Supply of labor (workforce) for the construction, hydrotesting, and nitrogen leak checks of Izombe phase 1 gas plant.",Addax Petroleum Development Nigeria Limited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,"Supply of labor (workforce) for the construction, hydrotesting, and nitrogen leak checks of Izombe phase 1 gas plant.",,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:25:39,,,,This project was subcontracted to Wellman & Wellington Company Limited (WWCL) by Ascot Nig Ltd and was suncontracted to Ascot Nig Ltd by Exterran
30/05/2014 09:29:27,,Methanol Swabbing of NAOC's Rumuji/Obiafu Obrikom 24” x 62.1km pipeline,Daewoo Nigeria Limited,Wellman & Wellington Company Limited (WWCL),,Service Contracts,,Methanol Swabbing of NAOC's Rumuji/Obiafu Obrikom 24” x 62.1km pipeline,,,,,,,,,,,,,http://wellman-wellington.org/clients.html,30/05/2014 09:29:27,,,,This project was contracted to Daewoo Nig. Ltd. by NAOC
30/05/2014 18:52:51,,Treatment and disposal of waterworks sludge,Nigeria Liquefied Natural Gas Limited (NLNG),The Initiates Limited (TIL),,Service Contracts,,Treatment and disposal of waterworks sludge,,,,Bonny,,,1999,,,,,,http://www.initiatesgroup.com/projectsref-treatmentanddisposal.html,30/05/2014 18:52:51,,,,
30/05/2014 18:56:51,,Waste management,Daewoo Nigeria Limited,The Initiates Limited (TIL),,Service Contracts,,Waste management in Rivers state,,,,,,,1999,,,,,,http://www.initiatesgroup.com/projectsref-treatmentanddisposal.html,30/05/2014 18:56:51,,,,
30/05/2014 18:58:51,,"Evacuation &  Disposal of Solid, Non-Incinerable & Biodegradable Waste",Mobil Producing Nigeria Unlimited,The Initiates Limited (TIL),,Service Contracts,,"Evacuation &  Disposal of Solid, Non-Incinerable & Biodegradable Waste",,"25,150,000",Naira,,,,2007-06,2007-08,,2,,,http://www.initiatesgroup.com/projectsref-treatmentanddisposal.html,30/05/2014 18:58:51,,,,
30/05/2014 19:03:02,,Collection and Incineration of medical waste,Shell Petroleum Development Company of Nigeria Limited (SPDC),The Initiates Limited (TIL),,Service Contracts,,Collection and Incineration of medical waste,,0.9 million/month,Naira,,,,2006-03,,,,,,http://www.initiatesgroup.com/projectsref-treatmentanddisposal.html,30/05/2014 19:03:02,,,,
30/05/2014 19:07:11,,Treatment and Disposal of Water Base Drill Cuttings,Nigerian Agip Oil Company Limited,The Initiates Limited (TIL),,Service Contracts,,Treatment and Disposal of Water Base Drill Cuttings at Kwale Well 15 & 16,,"31,120,000",Naira,Kwale Well 15 & 16,OML 60,,2004-11,2005-04,,5,,,http://www.initiatesgroup.com/projectsref-treatmentanddisposal.html,30/05/2014 19:07:11,,,,
30/05/2014 19:19:49,,Provision of logistics services; Provision of generator maintenance services; Green River projects; Telecommunications; services; Procurement and ware housing; Provision of technical manpower; Gas Utilization project; Installation Kit Gas Tartarini,Nigerian Agip Oil Company Limited,Plantgeria Company Limited,,Service Contracts,,Provision of logistics services; Provision of generator maintenance services; Green River projects; Telecommunications; services; Procurement and ware housing; Provision of technical manpower; Gas Utilization project; Installation Kit Gas Tartarini,,,,"Brass, Kwale, Ebocha, Ob-Ob, Port Harcourt",,,1998,,,,,,http://www.plantgeria.com/index.php?page=client,30/05/2014 19:19:49,,,,
30/05/2014 19:27:31,,"Maintenance, servicing, operation, recovery, cleaning and replacement of SHELL’s Owned Light Vehicle Fleet[ operational and expatriate staff cars] to support SHELL operations in the Eastern Division; Management, administration, scheduling, dispatching and operation, on a day to day basis, of operational vehicles allocated to the divisional pool",Shell Petroleum Development Company of Nigeria Limited (SPDC),Plantgeria Company Limited,,Service Contracts,,"Maintenance, servicing, operation, recovery, cleaning and replacement of SHELL’s Owned Light Vehicle Fleet[ operational and expatriate staff cars] to support SHELL operations in the Eastern Division; Management, administration, scheduling, dispatching and operation, on a day to day basis, of operational vehicles allocated to the divisional pool",,,,,,,2001,,,,,,http://www.plantgeria.com/index.php?page=client,30/05/2014 19:27:31,,,,
30/05/2014 19:59:41,,Rental of Offshore Cuttings Skips,Nigerian Agip Oil Company Limited,Petro-Scan Limited,,Service Contracts,,Rental of Offshore Cuttings Skips,,,,,,,2012-02,,,,,,http://petroscanlimited.com/clients.html,30/05/2014 19:59:41,,,,
30/05/2014 20:02:08,,Drill Cuttings Handling Services ,Mobil Producing Nigeria Unlimited,Petro-Scan Limited,,Service Contracts,,Drill Cuttings Handling Services ,,,,,,,2005,,,,,,http://petroscanlimited.com/clients.html,30/05/2014 20:02:08,,,,
30/05/2014 20:10:35,,Mud Tank Rental Service,Ana Industries Limited,Petro-Scan Limited,,Service Contracts,,Mud Tank Rental Service,,,,,,,2005,2007,,,,,http://petroscanlimited.com/clients.html,30/05/2014 20:10:35,,,,
30/05/2014 20:12:29,,Waste Fluid and Cuttings Collection and re-injection Services,Shell Petroleum Development Company of Nigeria Limited (SPDC),Petro-Scan Limited,,Service Contracts,,Waste Fluid and Cuttings Collection and re-injection Services,,,,,,,1999,2003,,,,,http://petroscanlimited.com/clients.html,30/05/2014 20:12:29,,,,
30/05/2014 20:17:07,,"Rotating equipment Procurement and Technical Support for WAGP, Utorugu and Oben Gas Stations – SPDC WEST, Delta State.",Shell Petroleum Development Company of Nigeria Limited (SPDC),MannProject International Limited,,Service Contracts,,"Rotating equipment Procurement and Technical Support for WAGP, Utorugu and Oben Gas Stations – SPDC WEST, Delta State.",,,,,,,2007,,,,,,http://www.mannprojects.com/previous-job/,30/05/2014 20:17:07,,,,
30/05/2014 20:29:16,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",Warri Refining and Petrochemical Company Limited (WRPC),MannProject International Limited,,Service Contracts,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",,,,,,,2001,2005,,,,,http://www.mannprojects.com/previous-job/,30/05/2014 20:29:16,,,,
30/05/2014 20:29:23,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",Port Harcourt Refining Company Limited (PHRC),MannProject International Limited,,Service Contracts,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",,,,,,,2001,2005,,,,,http://www.mannprojects.com/previous-job/,30/05/2014 20:29:23,,,,
31/05/2014 19:06:00,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",Nigerian Agip Oil Company Limited,MannProject International Limited,,Service Contracts,,"Procurement of various equipment ranging from Electric Motor, Motor Speed Controller, Pumps, Compressors, Valves",,,,,,,2001,2005,,,,,http://www.mannprojects.com/previous-job/,31/05/2014 19:06:00,,,,
30/05/2014 20:31:59,,"Design, procurement, construction and commissioning of flame detector system for Train 1, 2 & 3 burners",Nigeria Liquefied Natural Gas Limited (NLNG),MannProject International Limited,,Service Contracts,,"Design, procurement, construction and commissioning of flame detector system for Train 1, 2 & 3 burners at Bonny plant",,,,,,,,,,,,,http://www.mannprojects.com/previous-job/,30/05/2014 20:31:59,,,,
31/05/2014 19:07:29,,"Procurement, Installation and Commissioning of AC UPS system and accessories",Chevron Nigeria Limited,MannProject International Limited,,Service Contracts,,"Procurement, Installation and Commissioning of AC UPS system and accessories",,,,,,,2005,,,,,,http://www.mannprojects.com/previous-job/,31/05/2014 19:07:29,,,,
31/05/2014 19:13:34,,Design and construction of Engineered Bio cell bund wall,Shell Petroleum Development Company of Nigeria Limited (SPDC),Chattel Associates Nigeria Limited,,Service Contracts,,Design and construction of Engineered Bio cell bund wall,,,,"Ejama-Ebubu, Eleme",,,2011,,,,,,http://chattelng.com/about_us.html,31/05/2014 19:13:34,,,,
