timestamp,official_title,name,company_source,company_target,operator,type,share,description,value_usd,value_currency_amount,value_currency_unit,field,license_area,annoucement_date,start_date,end_date,,duration_months,source_date,,source_url,,,,,log_message
5/6/2014 21:36:29,,OML 58 material Recovery Facility,Elf Petroleum Limited,BGI Resources Limited,,Service Contracts,,OML 58 material Recovery Facility,,,,Port Harcourt,,,2004,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:36:29,,,,
5/6/2014 21:37:55,,EIA of Rumuji-Bonny (GTS 4) Pipeline Project,Nigerian Agip Oil Company Limited,BGI Resources Limited,,Service Contracts,,EIA of Rumuji-Bonny (GTS 4) Pipeline Project,,,,,,,2003,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:37:55,,,,
5/6/2014 21:39:10,,EIA & Seabed Survey of OML 119,Agip Energy and Natural Resources (AENR),BGI Resources Limited,,Service Contracts,,EIA & Seabed Survey of OML 119,,,,,,,2002,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:39:10,,,,
5/6/2014 21:40:23,,EIA & Seabed Survey of OML 246,Total Upstream Nigeria Limited (TUPNIL),BGI Resources Limited,,Service Contracts,,EIA & Seabed Survey of OML 246,,,,,,,2001,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:40:23,,,,
5/6/2014 21:43:41,,EIA of Ukpokiti Field,Conoco Energy Nigeria Limited,BGI Resources Limited,,Service Contracts,,EIA of Ukpokiti Field,,,,Ukpokiti,,,1996,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:43:41,,,,
5/6/2014 21:46:46,,Prelim. Impact Assessment of the Escravos Terminal Expansion Project,Chevron Nigeria Limited,BGI Resources Limited,,Service Contracts,,Prelim. Impact Assessment of the Escravos Terminal Expansion Project,,,,Escravos,,,1997,,,,,Yes,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:46:46,,,,
5/6/2014 21:55:52,,EIA of the Proposed Cast Iron Foundry. Contract No. GL/252/94,Galba Limited,BGI Resources Limited,,Service Contracts,,EIA of the Proposed Cast Iron Foundry. Contract No. GL/252/94,,,,Trans-Amadi,,,1994,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:55:52,,,,
5/6/2014 21:58:16,,EIA of ALSCON Pipeline Route,Nigeria Gas Company,BGI Resources Limited,,Service Contracts,,"EIA of ALSCON Pipeline Route in Rivers, Abia and Akwa Ibom States",,,,,,,1995,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:58:16,,,,
5/6/2014 21:59:25,,EER of the Refinery,Port Harcourt Refining Company Limited (PHRC),BGI Resources Limited,,Service Contracts,,EER of the Refinery,,,,Alesa-Eleme,,,1995,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 21:59:25,,,,
5/6/2014 22:01:52,,EIA Forcados-Yokri Integrated Project,ABB Global Engineering Limited,BGI Resources Limited,,Service Contracts,,EIA Forcados-Yokri Integrated Project,,,,Forcados-Yorki,,,1998-08,1999-02,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 22:01:52,,,,
5/6/2014 22:03:08,,EIA of OPL 98,Addax Petroleum Development Nigeria Limited,BGI Resources Limited,,Service Contracts,,EIA of OPL 98,,,,,,,2000,,,,,,http://bgiresourcesltd.com/Projects_types.htm,5/6/2014 22:03:08,,,,
5/6/2014 22:11:29,,Environmental Audit,Trident Steelworks Nigeria Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1995,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:11:29,,,,
5/6/2014 22:12:44,,Environmental Audit,Dowell Schlumberger Nigeria Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1996,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:12:44,,,,
5/6/2014 22:13:47,,Environmental Audit,BJ Services Company Nigeria Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1997,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:13:47,,,,
5/6/2014 22:15:02,,Environmental Audit,Schlumberger (Wire line and Testing) Nigeria Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Warri,,,1997,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:15:02,,,,
5/6/2014 22:15:26,,Environmental Audit,Schlumberger (Sedco-Forex) Nigeria Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Warri,,,1997,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:15:26,,,,
5/6/2014 22:16:12,,Environmental Audit,Air Liquide Nigeria Plc,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1998,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:16:12,,,,
5/6/2014 22:16:51,,Environmental Audit,Global Offshore Drilling Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1999,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:16:51,,,,
5/6/2014 22:18:36,,Environmental Audit,Oiltest Services Limited,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt,,,1999,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:18:36,,,,
5/6/2014 22:19:27,,Environmental Audit,Schlumberger Oilfield Services,BGI Resources Limited,,Service Contracts,,Environmental Audit,,,,Port Harcourt and Warri,,,1999,,,,,,http://bgiresourcesltd.com/Projects_types5.htm,5/6/2014 22:19:27,,,,
6/6/2014 8:49:41,,EPC Contract for Bille Community Electrification,Shell Petroleum Development Company of Nigeria Limited (SPDC),Danelec Limited,,Service Contracts,,EPC Contract for Bille Community Electrification,,,,Bille,,,2004,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:49:41,,,,
6/6/2014 8:51:25,,"Supply and Installation of one Transformer 33/11KV 7,5 MVA Ebocha Flow Station",Nigerian Agip Oil Company Limited,Danelec Limited,,Service Contracts,,"Supply and Installation of one Transformer 33/11KV 7,5 MVA Ebocha Flow Station",,,,Ebocha,,,2004,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:51:25,,,,
6/6/2014 8:52:32,,Supply and Installation of various LV cables at Samabri Biseni Flow Station,Saipem Contracting Nigeria Limited,Danelec Limited,,Service Contracts,,Supply and Installation of various LV cables at Samabri Biseni Flow Station,,,,Biseni,,,2004,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:52:32,,,,
6/6/2014 8:55:10,,EPC of Power Panel,Neptune Maritime Nigeria Limited,Danelec Limited,,Service Contracts,,EPC of Power Panel,,,,Rumuolomeni,,,2004,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:55:10,,,,
6/6/2014 8:58:12,,Supply and installation of 1.8km NEPA overhead line for Galba factory,Galba Limited,Danelec Limited,,Service Contracts,,Supply and installation of 1.8km NEPA overhead line for Galba factory,,,,,,,2000,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:58:12,,,,
6/6/2014 8:59:10,,"Installation of Lighting Fittings, fire-fighting system; Installation of fire alarm panel; Electrical Installation",Schlumberger (Wire line and Testing) Nigeria Limited,Danelec Limited,,Service Contracts,,"Installation of Lighting Fittings, fire-fighting system; Installation of fire alarm panel; Electrical Installation",,,,,,,1999,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 8:59:10,,,,
6/6/2014 9:02:09,,Supply of room thermostats,NSKJ Nigeria Limited,Danelec Limited,,Service Contracts,,Supply of room thermostats,,,,,,,1999,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 9:02:09,,,,
6/6/2014 9:03:18,,Rewinding of 560KW electric motor,Air Liquide Nigeria Plc,Danelec Limited,,Service Contracts,,Rewinding of 560KW electric motor,,,,,,,1999,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 9:03:18,,,,
6/6/2014 9:08:18,,"Design, Construction and Installation of electrical distribution and Control Panels at Bonny LNG Project",Nuova Cimi Montubi,Danelec Limited,,Service Contracts,,"Design, Construction and Installation of electrical distribution and Control Panels at Bonny LNG Project",,,,,,,1998,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 9:08:18,,,,
6/6/2014 9:20:49,,Industrial and electrical installation Phase II For Schlumberger Wireline,G. Cappa Plc,Danelec Limited,,Service Contracts,,Industrial and electrical installation Phase II For Schlumberger Wireline,,,,,,,1998,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 9:20:49,,,,
6/6/2014 9:25:52,,Egi electrification project study of the 33KV distribution network,Elf Petroleum Limited,Danelec Limited,,Service Contracts,,Egi electrification project study of the 33KV distribution network,,,,,,,2002,,,,,,http://www.danelec-ltd.com/Clients.html,6/6/2014 9:25:52,,,,
6/6/2014 10:55:42,,Early Production Facility (EPF) Gbaran-Ubie Project,Shell Petroleum Development Company of Nigeria Limited (SPDC),Inter Global Procurement Engineering Services Limited (IGPES),,Service Contracts,,Early Production Facility (EPF) Gbaran-Ubie Project,,,,Gbaran-Ubie,,,,,,,,,http://www.igpesgroup.com/projects/index.php,6/6/2014 10:55:42,,,,
6/6/2014 10:56:48,,Fabrication & Installation of Riser Clamps at IME & Edikan,Elf Petroleum Limited,Inter Global Procurement Engineering Services Limited (IGPES),,Service Contracts,,Fabrication & Installation of Riser Clamps at IME & Edikan,,,,"Ime, Edikan",,,,,,,,,http://www.igpesgroup.com/projects/index.php,6/6/2014 10:56:48,,,,
6/6/2014 11:03:41,,General Goods Price Agreement (ongoing),Shell Nigeria Exploration and Production Company (SNEPCO),Inter Global Procurement Engineering Services Limited (IGPES),,Service Contracts,,General Goods Price Agreement (ongoing),,,,,,,,,,,,,http://www.igpesgroup.com/projects/index.php,6/6/2014 11:03:41,,,,
6/6/2014 11:29:00,,Operation & Maintenance (O&M) For OML-26 Asset (Ongoing),Addax Petroleum Development Nigeria Limited,Inter Global Procurement Engineering Services Limited (IGPES),,Service Contracts,,Operation & Maintenance (O&M) For OML-26 Asset (Ongoing),,,,,OML 26,,,,,,,,http://www.igpesgroup.com/projects/index.php,6/6/2014 11:29:00,,,,
6/6/2014 11:30:39,,Supply & Installation of Water Treatment Plants (Ongoing),Nigeria Liquefied Natural Gas Limited (NLNG),Inter Global Procurement Engineering Services Limited (IGPES),,Service Contracts,,Supply & Installation of Water Treatment Plants (Ongoing),,,,"Finima, Bonny",,,,,,,,,http://www.igpesgroup.com/projects/index.php,6/6/2014 11:30:39,,,,
9/6/2014 18:02:22,,QC on OML 67-70 JV Priority 3D OBC Seismic Data Acquisition and Navigation,Mobil Producing Nigeria Unlimited,Bint and Prathel Limited,,Service Contracts,,QC on OML 67-70 JV Priority 3D OBC Seismic Data Acquisition and Navigation,,,,,"OML 67, OML 70",,2007,2010,,,,,http://www.bintandprathel.com/news/29-bint-a-prathel-ltd-project-with-mobil-on-going-till-2010.html,9/6/2014 18:02:22,,,,
9/6/2014 18:06:34,,Training on Terminal Operations Management for the staff of NNPC-NAPIMS,National Petroleum Investment Management Services (NAPIMS),Bint and Prathel Limited,,Service Contracts,,Training on Terminal Operations Management for the staff of NNPC-NAPIMS,,,,Ijebu-Ode,,,2010-01,,,,,,http://www.bintandprathel.com/news/32-bint-and-prathel-conducts-5-day-training-for-nnpc-napims.html,9/6/2014 18:06:34,,,,
9/6/2014 18:18:00,,QA/QC services of the onshore ADOFI OPL 135 - 3D Seismic Data acquisition Survey,Nigerian Agip Oil Company Limited,Bint and Prathel Limited,,Service Contracts,,QA/QC services of the onshore ADOFI OPL 135 - 3D Seismic Data acquisition Survey,,,,,OML 116,,,,,,,,http://www.bintandprathel.com/news/33-some-of-our-on-going-projects-includes-.html,9/6/2014 18:18:00,,,,
9/6/2014 18:20:20,,QA/QC services on the OPL 283 3D Seismic data Acquisition,Newcross Petroleum Limited,Bint and Prathel Limited,,Service Contracts,,QA/QC services on the OPL 283 3D Seismic data Acquisition,,,,,OPL 283,,,,,,,,http://www.bintandprathel.com/news/33-some-of-our-on-going-projects-includes-.html,9/6/2014 18:20:20,,,,
9/6/2014 19:01:12,,Pipe-laying and maintenance work,Shell Petroleum Development Company of Nigeria Limited (SPDC),Dewayles International Limited,,Service Contracts,,Pipe-laying and maintenance work,,,,Kolo Creek,,,1998,,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 19:01:12,,,,
9/6/2014 18:31:11,,Houseboat leasing,Chevron Nigeria Limited,Dewayles International Limited,,Service Contracts,,Houseboat leasing,,,,"Utonana, Dibi, Olero, Abiteye, Makaraba",,,2006,2008,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 18:31:11,,,,
9/6/2014 18:45:54,,"Marine support for coil tubing, slick line, production activities and platform fabrication",Belbop Nigeria Limited,Dewayles International Limited,,Service Contracts,,"Marine support for coil tubing, slick line, production activities and platform fabrication",,,,,,,2010,,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 18:45:54,,,,
9/6/2014 19:00:22,,Sectional Repairs of 58.km Vandalized 20” and 24” Escravos – Warri Gas pipeline,Nigeria Gas Company,Dewayles International Limited,,Service Contracts,,Sectional Repairs of 58.km Vandalized 20” and 24” Escravos – Warri Gas pipeline,,,,,,,2009,2010,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 19:00:22,,,,
9/6/2014 18:50:31,,"Marine support for coil tubing, slick line, production activities and platform fabrication",Movido Nigeria Limited,Dewayles International Limited,,Service Contracts,,"Marine support for coil tubing, slick line, production activities and platform fabrication",,,,,,,2010,,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 18:50:31,,,,
9/6/2014 18:54:21,,"Provision of SEWOP for accomodation, diving support and construction services",Addax Petroleum Nigeria,Dewayles International Limited,,Service Contracts,,"Provision of SEWOP for accomodation, diving support and construction services",,,,,OML 123,,,,,,,,http://www.dewaylesinternational.com/index.php?option=com_content&view=article&id=5&Itemid=6,9/6/2014 18:54:21,,,,
19/06/2014 11:30:34,,Production Sharing Contract for Bonga Field in OPL 212,Nigerian National Petroleum Corporation (NNPC),,Shell Nigeria Exploration and Production Company (SNEPCO),Production Contract,55,,,,,Bonga,OPL 212,,,,,,,,http://www.offshore-technology.com/projects/bonga/,19/06/2014 11:30:34,,,,
19/06/2014 12:06:30,,Production Sharing Contract for Bonga Field in OPL 212,Nigerian National Petroleum Corporation (NNPC),Esso Exploration and Production Nigeria Limited,,Production Contract,20,,,,,Bonga,OPL 212,,,,,,,,http://www.offshore-technology.com/projects/bonga/,19/06/2014 12:06:30,,,,
,,Production Sharing Contract for Bonga Field in OPL 212,Nigerian National Petroleum Corporation (NNPC),Nigerian Agip Exploration (NAE),,Production Contract,12.5,,,,,Bonga,OPL 212,,,,,,,,http://www.offshore-technology.com/projects/bonga/,,,,,
,,Production Sharing Contract for Bonga Field in OPL 212,Nigerian National Petroleum Corporation (NNPC),Total Exploration and Production Nigeria Limited,,Production Contract,12.5,,,,,Bonga,OPL 212,,,,,,,,http://www.offshore-technology.com/projects/bonga/,,,,,
19/06/2014 15:54:09,,Production Sharing Contract for Egina Field in OML 130,Nigerian National Petroleum Corporation (NNPC),,Total Upstream Nigeria Limited (TUPNIL),Production Contract,24,,,,,Egina,OML 130,,,,,,,,http://www.subseaiq.com/data/Project.aspx?project_id=662,19/06/2014 15:54:09,http://total.com/en/media/news/press-releases/Nigeria-Total-lance-le-developpement-dEGINA-sur-le-bloc-OML-130,,,
19/06/2014 15:57:31,,Production Sharing Contract for Egina Field in OML 130,Nigerian National Petroleum Corporation (NNPC),China National Offshore Oil Corporation (CNOOC),,Production Contract,45,,,,,Egina,OML 130,,,,,,,,http://www.subseaiq.com/data/Project.aspx?project_id=662,19/06/2014 15:57:31,http://total.com/en/media/news/press-releases/Nigeria-Total-lance-le-developpement-dEGINA-sur-le-bloc-OML-130,,,
19/06/2014 15:59:37,,Production Sharing Contract for Egina Field in OML 130,Nigerian National Petroleum Corporation (NNPC),Petrobras,,Production Contract,16,,,,,Egina,OML 130,,,,,,,,http://www.subseaiq.com/data/Project.aspx?project_id=662,19/06/2014 15:59:37,http://total.com/en/media/news/press-releases/Nigeria-Total-lance-le-developpement-dEGINA-sur-le-bloc-OML-130,,,
19/06/2014 16:03:14,,Production Sharing Contract for Egina Field in OML 130,Nigerian National Petroleum Corporation (NNPC),Nigerian National Petroleum Corporation (NNPC),,Production Contract,10,,,,,Egina,OML 130,,,,,,,,http://www.subseaiq.com/data/Project.aspx?project_id=662,19/06/2014 16:03:14,http://total.com/en/media/news/press-releases/Nigeria-Total-lance-le-developpement-dEGINA-sur-le-bloc-OML-130,,,
19/06/2014 16:04:22,,Production Sharing Contract for Egina Field in OML 130,Nigerian National Petroleum Corporation (NNPC),Sapetro,,Production Contract,5,,,,,Egina,OML 130,,,,,,,,http://www.subseaiq.com/data/Project.aspx?project_id=662,19/06/2014 16:04:22,http://total.com/en/media/news/press-releases/Nigeria-Total-lance-le-developpement-dEGINA-sur-le-bloc-OML-130,,,
20/06/2014 08:04:56,,Production Sharing Contract for Agbami Field in OPLs 216 and 217,Nigerian National Petroleum Corporation (NNPC),Stardeep Water Petroleum Limited,,Production Contract,68.15,,,,,Agbami,"OPL 216, 217",,,,,,,,http://www.offshore-technology.com/projects/agbami/,20/06/2014 08:04:56,,,,
20/06/2014 08:05:32,,Production Sharing Contract for Agbami Field in OPLs 216 and 217,Nigerian National Petroleum Corporation (NNPC),Petrobras,,Production Contract,13,,,,,Agbami,"OPL 216, 217",,,,,,,,http://www.offshore-technology.com/projects/agbami/,20/06/2014 08:05:32,,,,
,,Production Sharing Contract for Agbami Field in OPLs 216 and 217,Nigerian National Petroleum Corporation (NNPC),Statoil ASA,,Production Contract,18.85,,,,,Agbami,"OPL 216, 217",,,,,,,,http://www.offshore-technology.com/projects/agbami/,,,,,
20/06/2014 08:13:03,,Production Sharing Contract for OML 138,Nigerian National Petroleum Corporation (NNPC),Esso Exploration and Production Nigeria Limited,,Production Contract,30,,,,,,OML 138,,,,,,,,https://www.addaxpetroleum.com/about-us/news/130-nigeria-china-petrochemical-corporation-sinopec-group-is-in-the-final-stages-of-acquiring-totals-interest-in-oml-138-offshore-nigeria,20/06/2014 08:13:03,,,,
20/06/2014 08:13:38,,Production Sharing Contract for OML 138,Nigerian National Petroleum Corporation (NNPC),Chevron Petroleum Nigeria Limited,,Production Contract,30,,,,,,OML 138,,,,,,,,https://www.addaxpetroleum.com/about-us/news/130-nigeria-china-petrochemical-corporation-sinopec-group-is-in-the-final-stages-of-acquiring-totals-interest-in-oml-138-offshore-nigeria,20/06/2014 08:13:38,,,,
12/5/2014 15:54:40,,Production Sharing Contract for OML 138,Nigerian National Petroleum Corporation (NNPC),Nexen Petroleum Nigeria Limited,,Production Contract,20,,,,,,OML 138,,,,,,,,https://www.addaxpetroleum.com/about-us/news/130-nigeria-china-petrochemical-corporation-sinopec-group-is-in-the-final-stages-of-acquiring-totals-interest-in-oml-138-offshore-nigeria,12/5/2014 15:54:40,,,,
,,Production Sharing Contract for OML 138,Nigerian National Petroleum Corporation (NNPC),Addax Petroleum Corporation,,Production Contract,20,,,,,,OML 138,,,,,,,,https://www.addaxpetroleum.com/about-us/news/130-nigeria-china-petrochemical-corporation-sinopec-group-is-in-the-final-stages-of-acquiring-totals-interest-in-oml-138-offshore-nigeria,,,,,
20/06/2014 08:14:10,,Production Sharing Contract for Okwok Field in OML 67,Nigerian National Petroleum Corporation (NNPC),Oriental Energy Resources Limited,,Production Contract,60,,,,,Okwok,OML 67,,,,,,,,http://www.offshore-technology.com/projects/okwokfield/,20/06/2014 08:14:10,,,,
20/06/2014 08:15:14,,Production Sharing Contract for Okwok Field in OML 67,Nigerian National Petroleum Corporation (NNPC),Addax Petroleum (Nigeria Offshore) Limited,,Production Contract,12,,,,,Okwok,OML 67,,,,,,,,http://www.offshore-technology.com/projects/okwokfield/,20/06/2014 08:15:14,,,,
20/06/2014 08:15:59,,Production Sharing Contract for Okwok Field in OML 67,Nigerian National Petroleum Corporation (NNPC),Afren Plc,,Production Contract,28,,,,,Okwok,OML 67,,,,,,,,http://www.offshore-technology.com/projects/okwokfield/,20/06/2014 08:15:59,,,,
20/06/2014 09:46:10,,Production Sharing Contract for OML 108,Nigerian National Petroleum Corporation (NNPC),Express Petroleum and Gas Company Limited,,Production Contract,57.5,,,,,,OML 108,,,,,,,,http://www.igbofocus.co.uk/How_the_North_Cornered_Nigeria/how_the_north_cornered_nigeria-s_oil_blocs.html,20/06/2014 09:46:10,http://www.camac.com/business-units/exploration-production/allied-energy-nigeria/allied-energy-nigeria-asset-profile/,,,
20/06/2014 09:48:21,,Production Sharing Contract for OML 108,Nigerian National Petroleum Corporation (NNPC),Shebah Exploration & Production Company Limited,,Production Contract,40,,,,,,OML 108,,,,,,,,http://www.igbofocus.co.uk/How_the_North_Cornered_Nigeria/how_the_north_cornered_nigeria-s_oil_blocs.html,20/06/2014 09:48:21,http://www.camac.com/business-units/exploration-production/allied-energy-nigeria/allied-energy-nigeria-asset-profile/,,,
20/06/2014 09:50:27,,Production Sharing Contract for OML 108,Nigerian National Petroleum Corporation (NNPC),Allied Energy Plc,,Production Contract,2.5,,,,,,OML 108,,,,,,,,http://www.igbofocus.co.uk/How_the_North_Cornered_Nigeria/how_the_north_cornered_nigeria-s_oil_blocs.html,20/06/2014 09:50:27,http://www.camac.com/business-units/exploration-production/allied-energy-nigeria/allied-energy-nigeria-asset-profile/,,,
20/06/2014 09:50:19,,Production Sharing Contract for OPL 227,Nigerian National Petroleum Corporation (NNPC),Addax Petroleum Corporation,,Production Contract,40,,,,,,OPL 227,,,,,,,,http://www.newswire.ca/fr/story/326777/addax-petroleum-acquires-shallow-water-exploration-license-in-nigeria,20/06/2014 09:50:19,,,,
20/06/2014 09:50:32,,Production Sharing Contract for OPL 227,Nigerian National Petroleum Corporation (NNPC),Express Petroleum and Gas Company Limited,,Production Contract,39,,,,,,OPL 227,,,,,,,,http://www.newswire.ca/fr/story/326777/addax-petroleum-acquires-shallow-water-exploration-license-in-nigeria,20/06/2014 09:50:32,,,,
20/06/2014 09:54:07,,Production Sharing Contract for OPL 227,Nigerian National Petroleum Corporation (NNPC),Petroleum Prospects International Limited,,Production Contract,15,,,,,,OPL 227,,,,,,,,http://www.newswire.ca/fr/story/326777/addax-petroleum-acquires-shallow-water-exploration-license-in-nigeria,20/06/2014 09:54:07,,,,
20/06/2014 09:54:08,,Production Sharing Contract for OPL 227,Nigerian National Petroleum Corporation (NNPC),Niger Delta Petroleum Resources Limited,,Production Contract,6,,,,,,OPL 227,,,,,,,,http://www.newswire.ca/fr/story/326777/addax-petroleum-acquires-shallow-water-exploration-license-in-nigeria,20/06/2014 09:54:08,,,,
20/06/2014 09:58:55,,Production Sharing Contract for OMLs 112 and 117,Nigerian National Petroleum Corporation (NNPC),Amni International Petroleum Development Company Limited,,Production Contract,60,,,,,,"OML 112, OML 117",,,,,,,,http://total.com/en/energies-expertise/oil-gas/expln/projects-achievements/others/ima,20/06/2014 09:58:55,http://www.unitedijaw.com/oil%20loot.html,,,
20/06/2014 09:59:23,,Production Sharing Contract for OMLs 112 and 117,Nigerian National Petroleum Corporation (NNPC),Total Exploration and Production Nigeria Limited,,Production Contract,40,,,,,,"OML 112, OML 117",,,,,,,,http://total.com/en/energies-expertise/oil-gas/expln/projects-achievements/others/ima,20/06/2014 09:59:23,http://www.unitedijaw.com/oil%20loot.html,,,
20/06/2014 10:05:46,,Production Sharing Contract for OML 52,Nigerian National Petroleum Corporation (NNPC),Amni International Petroleum Development Company Limited,,Production Contract,40,,,,,,OML 52,,,,,,,,http://africaoilgasreport.com/2013/11/farm-in-farm-out/chevron-wraps-up-eastern-nigeria-lease-sale-with-three-clear-winners/,20/06/2014 10:05:46,http://www.reuters.com/article/2013/09/24/chevron-nigeria-idUSL5N0HJ30O20130924,,,
20/06/2014 10:06:14,,Production Sharing Contract for OML 52,Nigerian National Petroleum Corporation (NNPC),Nigerian National Petroleum Corporation (NNPC),,Production Contract,60,,,,,,OML 52,,,,,,,,http://africaoilgasreport.com/2013/11/farm-in-farm-out/chevron-wraps-up-eastern-nigeria-lease-sale-with-three-clear-winners/,20/06/2014 10:06:14,http://www.reuters.com/article/2013/09/24/chevron-nigeria-idUSL5N0HJ30O20130924,,,
20/06/2014 10:58:26,,"Production Sharing Contract for OML 58, OML 99, OML 100, OML 102",Nigerian National Petroleum Corporation (NNPC),Total Exploration and Production Nigeria Limited,,Production Contract,60,,,,,,"OML 58, OML 99, OML 100, OML 102",,,,,,,,http://www.ng.total.com/02_about_tepng/0207_tepngs_role.htm,20/06/2014 10:58:26,,,,
20/06/2014 10:58:47,,"Production Sharing Contract for OML 58, OML 99, OML 100, OML 102",Nigerian National Petroleum Corporation (NNPC),Nigerian National Petroleum Corporation (NNPC),,Production Contract,40,,,,,,"OML 58, OML 99, OML 100, OML 102",,,,,,,,http://www.ng.total.com/02_about_tepng/0207_tepngs_role.htm,20/06/2014 10:58:47,,,,
20/06/2014 11:01:26,,Production Sharing Contract for OML 257,Nigerian National Petroleum Corporation (NNPC),,Conoil Producing Unlimited,Production Contract,50,,,,,,OML 257,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:01:26,,,,
20/06/2014 11:01:40,,Production Sharing Contract for OML 257,Nigerian National Petroleum Corporation (NNPC),New Tigerhead PSTI,,Production Contract,10,,,,,,OML 257,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:01:40,,,,
20/06/2014 11:04:02,,Production Sharing Contract for OML 257,Nigerian National Petroleum Corporation (NNPC),Total Exploration and Production Nigeria Limited,,Production Contract,40,,,,,,OML 257,,,,,,,,http://energymixreport.com/the-rise-of-the-nigerian-independent-part-2-conoil/,20/06/2014 11:04:02,,,,
20/06/2014 11:03:55,,Production Sharing Contract for OML 109,Nigerian National Petroleum Corporation (NNPC),Atlas Petroleum International Limited,,Production Contract,70,,,,,,OML 109,,,,,,,,http://www.simco-pet.com/files/ATLAS%20MMEA%20Jan11+maps.pdf,20/06/2014 11:03:55,,,,
20/06/2014 11:06:56,,Production Sharing Contract for OML 109,Nigerian National Petroleum Corporation (NNPC),Summit Oil & Gas Worldwide Limited,,Production Contract,30,,,,,,OML 109,,,,,,,,http://www.simco-pet.com/files/ATLAS%20MMEA%20Jan11+maps.pdf,20/06/2014 11:06:56,,,,
20/06/2014 11:19:22,,"Production Sharing Contract for OML 120, OML 121",Nigerian National Petroleum Corporation (NNPC),Allied Energy Plc,,Production Contract,97.5,,,,,,"OML 120, OML121",,,,,,,,http://www.sec.gov/Archives/edgar/data/1402281/000135448809002525/pap_pre14a.htm,20/06/2014 11:19:22,,,,
20/06/2014 11:20:19,,"Production Sharing Contract for OML 120, OML 121",Nigerian National Petroleum Corporation (NNPC),Camac International Nigeria Limited,,Production Contract,2.5,,,,,,"OML 120, OML121",,,,,,,,http://www.sec.gov/Archives/edgar/data/1402281/000135448809002525/pap_pre14a.htm,20/06/2014 11:20:19,,,,
20/06/2014 11:22:04,,Production Sharing Contract for OML 136,Nigerian National Petroleum Corporation (NNPC),Conoil Producing Unlimited,,Production Contract,60,,,,,,OML 136,,,,,,,,http://total.com/en/media/news/press-releases/20100624-nigeria-hydrocarbon-discovery-oml-136,20/06/2014 11:22:04,,,,
